,name,archetype,position,overall,outside_scoring,athleticism,inside_scoring,playmaking,defending,rebounding,intangibles,potential,total_attributes,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,speed,acceleration,strength,vertical,stamina,hustle,overall_durability,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,interior_defense,perimeter_defense,steal,block,lateral_quickness,help_defense_iq,pass_perception,defensive_consistency,offensive_rebound,defensive_rebound,weight,height
664,Kevin Durant,3-Level Scoring Point Forward,SF,96,94,83,82,79,71,67,90,98,"3,085",96,97,89,86,98,98,89,89,55,84,98,75,89,98,51,85,68,88,84,91,91,80,90,84,81,60,68,70,74,74,84,74,65,60,50,84,108,206
665,Russell Westbrook,2-Way Slashing Playmaker,PG,90,83,92,65,87,66,50,90,93,"2,916",76,88,72,82,84,98,99,99,74,90,98,98,88,90,25,85,33,64,57,84,81,80,86,98,88,85,30,77,71,28,92,74,84,75,48,52,90,191
666,James Harden,3-Level Shot Creator,SG,88,83,87,73,81,55,43,94,92,"2,803",65,81,89,85,88,90,87,87,72,87,90,95,88,94,35,84,57,78,55,86,94,76,91,86,77,74,67,53,69,53,76,43,54,25,36,50,99,196
667,Serge Ibaka,2-Way Inside-the-Arc Scorer,PF,88,78,81,71,36,79,83,98,87,"2,764",92,91,70,66,98,50,64,52,85,95,93,85,94,68,77,90,57,54,71,64,85,26,32,27,70,25,92,62,53,97,62,92,84,90,92,74,110,208
668,Kendrick Perkins,Defensive Anchor,C,77,60,67,68,39,69,79,60,77,"2,413",89,44,25,62,80,60,42,42,95,52,73,83,79,60,85,45,74,59,72,67,85,35,41,30,54,33,84,75,57,84,32,84,66,70,78,80,126,208
669,Nick Collison,Mid-Range Specialist,PF,75,67,65,63,42,55,74,98,81,"2,341",74,87,38,71,98,35,62,25,66,63,75,85,79,70,60,51,64,62,78,60,61,46,44,25,58,38,75,30,58,56,30,75,70,45,82,66,115,208
670,Derek Fisher,Diming 3PT Shooter,PG,73,72,67,41,76,55,48,95,78,"2,315",74,73,80,88,84,35,74,74,30,66,80,68,78,76,25,25,25,35,26,37,76,86,81,73,87,55,47,68,58,30,78,66,49,40,40,55,90,185
671,Daequan Cook,Sharpshooter,SG,73,80,78,43,69,48,30,98,73,"2,331",70,85,84,64,98,80,82,79,40,80,98,98,70,70,35,50,30,30,30,27,75,72,77,72,72,50,30,55,50,25,77,55,40,50,30,30,92,196
672,Reggie Jackson,Mid-Range Shot Creator,PG,71,71,81,50,77,58,38,35,82,"2,442",74,82,66,86,70,50,86,86,48,85,95,85,84,72,25,69,25,48,28,54,80,78,82,86,74,64,49,64,59,32,84,60,64,55,33,43,94,191
673,Nazr Mohammed,Paint Protector,C,70,49,56,49,28,66,75,95,72,"2,068",75,54,25,33,64,45,31,25,72,38,72,72,84,50,55,50,58,57,47,35,43,29,35,25,26,25,80,55,62,67,55,66,67,75,68,81,113,208
674,Royal Ivey,3PT Shooter,SG,69,65,70,43,65,64,43,98,83,"2,322",59,61,79,70,61,60,70,69,40,60,88,81,82,61,25,25,25,39,29,67,70,60,71,71,62,59,38,70,61,39,86,72,75,70,35,51,NaN,191
675,Kevin Garnett,2-Way Inside-the-Arc Scorer,PF,98,89,90,90,74,81,94,70,98,"3,265",98,94,69,79,98,98,87,87,88,87,98,98,88,82,97,88,88,89,98,82,98,68,70,74,85,72,97,61,65,80,79,88,85,95,93,94,99,211
676,Sam Cassell,Offensive Threat,PG,87,87,76,57,86,66,40,85,87,"2,724",92,77,88,87,90,90,84,84,34,76,95,72,86,94,25,25,30,58,58,70,95,88,86,84,89,85,54,70,64,37,81,74,75,75,34,46,83,191
677,Latrell Sprewell,2-Way Inside-the-Arc Scorer,SF,84,80,79,69,76,73,42,98,84,"2,813",84,82,75,81,81,75,82,82,48,88,93,75,85,80,55,90,40,78,65,67,78,84,76,77,83,61,60,87,61,37,88,85,80,85,36,47,86,196
678,Wally Szczerbiak,Sharpshooter,SF,78,84,65,47,61,53,50,98,85,"2,345",81,90,89,86,81,75,62,63,27,63,88,74,77,74,25,25,25,50,25,68,86,66,78,60,64,37,35,63,58,27,70,63,62,45,48,52,110,201
679,Michael Olowokandi,Interior Finisher,C,74,52,72,74,32,59,65,55,74,"2,296",90,47,25,65,37,45,58,58,78,72,88,73,80,72,80,75,77,73,77,53,88,25,28,30,45,31,69,47,33,80,59,68,47,65,48,81,NaN,213
680,Fred Hoiberg,Sharpshooter,SG,73,82,62,53,55,47,48,98,76,"2,267",85,85,86,84,84,70,62,60,36,64,87,52,74,70,25,30,40,55,64,56,80,59,66,56,58,37,28,59,65,35,63,43,40,40,32,63,77,193
681,Mark Madsen,Paint Protector,PF,72,60,70,66,39,58,70,70,75,"2,326",66,70,30,51,86,55,63,35,80,65,82,95,73,55,60,65,68,62,68,67,84,29,37,32,69,28,68,41,61,50,41,69,66,70,85,55,108,206
682,Trenton Hassell,Inside the Arc Scorer,SG,71,68,64,63,68,62,45,80,71,"2,440",85,85,57,74,72,35,69,68,30,60,89,56,79,75,40,69,50,73,68,40,88,85,77,63,79,36,51,68,57,56,71,71,59,65,42,47,90,196
683,Oliver Miller,Paint Protector,C,70,60,60,55,30,57,74,50,90,"2,113",72,55,25,65,77,65,31,29,75,55,78,75,80,44,80,25,67,62,66,55,37,25,35,26,33,30,77,30,42,81,38,69,67,55,72,75,NaN,206
684,Gary Trent,Paint Protector,C,69,58,66,65,39,57,65,40,75,"2,225",61,60,25,75,75,50,50,32,76,68,85,72,78,50,80,63,53,62,66,66,79,38,35,25,63,34,80,39,55,51,39,77,58,60,69,61,113,203
685,Ervin Johnson,Paint Protector,C,69,48,58,51,30,58,68,98,73,"2,025",55,35,25,60,65,50,32,25,74,49,69,75,85,28,95,60,66,40,29,40,49,34,28,25,35,28,85,25,61,72,25,60,85,50,62,73,110,211
686,Klay Thompson,2-Way Sharpshooter,SG,--,85,78,58,73,74,45,60,90,"2,710",85,90,88,89,75,80,71,74,62,67,91,85,94,75,35,65,35,65,64,36,90,77,76,71,77,62,70,87,35,56,87,85,86,85,34,56,99,198
687,Chris Mullin,2-Way Sharpshooter,SF,89,93,81,64,68,80,49,98,94,"2,906",92,91,90,88,98,98,64,66,76,68,98,98,95,84,38,45,44,72,55,78,98,69,75,63,69,66,66,84,73,59,87,89,85,95,48,50,90,201
688,Tim Hardaway,2-Way Threat,PG,87,86,83,52,91,67,43,70,90,"2,741",86,85,82,80,90,90,89,89,70,69,95,86,85,92,25,25,25,55,33,70,87,93,97,89,94,82,40,84,86,30,90,70,52,80,40,46,79,183
689,Mitch Richmond,Slashing Shot Creator,SG,86,90,79,63,61,65,52,98,93,"2,721",90,95,81,84,95,95,68,73,71,78,92,81,90,90,45,57,36,74,48,75,82,55,80,72,55,44,50,75,64,42,77,74,58,80,52,52,97,196
690,Sarunas Marciulionis,Slasher,SG,79,82,76,65,71,66,48,95,79,"2,698",86,79,76,73,95,85,73,69,62,80,87,89,75,89,44,65,52,51,51,89,75,75,80,75,82,45,45,75,83,30,74,75,74,70,53,43,90,196
691,Tyrone Hill,Glass Cleaner,PF,76,62,65,64,56,62,84,98,82,"2,460",68,57,25,63,98,60,46,40,77,50,80,85,79,48,86,60,64,47,70,71,65,59,45,30,90,55,77,44,60,55,44,72,77,65,90,78,108,206
692,Mario Elie,Shooter,SG,74,82,68,53,63,57,58,95,75,"2,448",72,79,84,84,95,80,55,48,68,60,78,85,84,64,30,70,25,55,29,73,74,70,69,63,74,37,56,57,61,47,61,55,60,60,64,52,95,196
693,Rod Higgins,3PT Specialist,SF,74,73,67,61,52,60,57,98,74,"2,418",78,75,80,81,65,60,67,48,66,68,73,63,85,66,62,69,40,60,52,69,69,51,64,57,53,33,45,67,59,51,73,70,54,60,54,59,90,201
694,Alton Lister,Glass-Cleaning Lockdown,C,74,51,56,54,36,64,77,98,74,"2,145",65,35,28,56,65,55,35,35,70,45,65,60,80,37,75,46,61,38,44,72,58,45,34,29,40,34,82,28,55,73,28,84,78,85,66,87,108,213
695,Jim Petersen,Paint Defender,C,70,55,61,61,40,52,75,80,70,"2,160",69,60,27,70,50,55,37,37,69,54,79,70,83,54,65,55,64,62,69,40,78,42,45,25,48,39,70,37,52,59,35,70,42,50,74,75,NaN,208
696,Vincent Askew,Pass-First Guard,SG,69,66,66,56,68,56,52,98,75,"2,361",71,66,43,81,70,65,60,55,55,70,75,66,79,65,60,76,25,44,33,72,70,70,69,56,74,70,50,60,58,25,64,64,58,65,67,37,95,198
697,Tom Tolbert,Paint Defender,PF,68,69,61,54,41,57,62,65,69,"2,188",74,72,64,73,63,65,45,45,62,57,65,77,76,46,55,46,48,52,44,71,69,46,57,25,46,33,65,47,59,56,47,64,52,65,60,63,106,201
698,Paul Mokeski,Paint Defender,C,66,70,47,48,40,52,71,65,67,"2,019",70,61,64,80,75,70,25,25,70,25,55,50,76,25,35,40,48,45,58,53,80,51,33,25,60,29,69,25,61,42,25,65,60,70,66,76,113,213
699,Baron  Davis,2-Way Slashing Playmaker,PG,89,79,86,61,90,75,59,90,89,"2,901",74,82,74,75,80,90,88,88,66,89,90,95,84,92,25,85,38,39,42,80,84,88,92,88,92,88,25,85,95,40,87,84,96,85,55,62,88,191
700,Monta Ellis,Inside the Arc Shot Creator,SG,82,85,78,62,81,59,40,98,85,"2,695",88,82,70,83,98,90,87,87,48,75,98,75,78,91,25,62,45,63,53,80,74,79,86,92,79,71,35,63,79,51,63,63,64,55,33,47,NaN,191
701,Al Harrington,3-Level Scorer,PF,82,82,77,71,64,68,73,80,82,"2,769",73,81,89,69,95,85,69,64,68,85,95,80,80,70,45,85,78,80,76,48,85,62,70,62,72,54,74,58,74,65,58,74,74,65,70,75,104,206
702,Jason Richardson,2-Way Inside-Out Creator,SG,81,81,86,79,72,72,61,80,89,"2,938",75,71,81,66,95,95,94,92,64,98,97,85,70,83,90,98,65,78,77,48,93,76,83,79,58,62,67,78,71,49,81,75,69,85,50,71,101,198
703,Stephen Jackson,2-Way Shooter,SF,81,74,73,66,74,67,57,98,83,"2,681",40,82,78,81,78,85,71,73,43,81,90,73,82,82,45,70,60,75,66,55,76,75,78,67,74,75,63,77,65,56,81,74,51,65,48,65,104,203
704,Adonal Foyle,Defensive Anchor,C,78,51,69,59,37,71,86,50,78,"2,306",92,45,25,44,65,35,40,40,88,60,85,85,85,50,65,49,67,52,66,44,75,32,35,30,59,27,87,56,58,90,56,88,47,85,88,83,118,213
705,Matt Barnes,3 & D Wing,SF,76,65,79,57,59,70,62,90,76,"2,545",72,74,82,73,60,30,74,72,69,85,94,85,77,72,40,68,52,52,42,45,81,62,60,58,56,61,74,80,60,52,81,75,68,70,47,76,102,201
706,Kelenna Azubuike,3PT Specialist,SG,73,67,75,59,73,61,50,90,74,"2,504",42,72,84,78,79,45,83,82,44,74,82,85,72,76,40,85,32,59,45,50,82,75,79,67,77,66,33,74,61,52,76,64,65,60,43,57,99,196
707,Josh Powell,Paint Protector,PF,70,62,58,59,38,52,74,85,70,"2,155",79,61,25,73,71,65,31,29,69,55,77,62,81,60,50,60,69,56,75,49,51,35,44,31,35,44,68,36,48,55,36,68,55,50,72,75,NaN,206
708,Patrick O’Bryant,Paint Protector,C,69,47,72,67,40,65,57,40,75,"2,273",25,47,25,64,72,50,64,60,71,69,80,80,82,69,75,70,69,66,69,34,80,37,35,38,52,40,76,60,73,85,62,75,40,50,56,58,NaN,213
709,Dajuan Wagner,Position: SG,"Height: 6&apos2"" (188cm)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,NaN,NaN
710,Stephen Curry,All-Around Threat,PG,97,95,83,58,92,72,46,98,97,"2,929",90,93,99,91,98,98,85,85,48,78,98,98,86,97,25,36,35,52,35,84,98,96,97,85,96,88,30,82,77,37,89,82,95,80,38,53,86,191
711,Klay Thompson,2-Way Sharpshooter,SG,92,92,76,67,74,79,42,98,92,"2,894",75,94,97,87,98,98,69,71,55,67,91,85,94,88,35,65,35,78,68,79,90,77,76,67,80,70,64,91,59,51,94,90,88,95,36,47,97,201
712,Draymond Green,2-Way Face-Up Playmaker,PF,90,77,83,71,79,86,70,98,90,"3,017",75,68,85,70,98,65,74,72,90,66,93,98,88,79,55,74,68,64,69,60,98,84,77,72,84,77,97,69,85,80,69,97,92,98,54,85,104,201
713,Andre Iguodala,2-Way Shooter,SF,82,65,77,61,74,82,49,50,83,"2,674",73,82,78,61,64,30,76,76,68,75,80,85,82,73,55,80,56,57,59,32,75,73,80,75,78,64,80,94,63,55,94,94,86,90,40,58,97,198
714,Harrison Barnes,Sharpshooter,SF,81,78,80,64,59,62,51,98,84,"2,616",82,92,85,76,84,50,78,61,70,98,92,78,82,78,55,81,48,67,48,56,80,43,74,69,77,34,54,75,59,37,80,65,65,60,43,58,101,203
715,Andrew Bogut,Defensive Anchor,C,79,53,61,63,45,65,85,98,79,"2,334",79,43,33,48,74,40,40,25,80,57,78,72,73,52,75,60,72,60,69,38,77,41,38,25,68,52,84,28,59,84,28,85,71,80,78,91,117,213
716,Marreese Speights,Stretch Four,C,77,83,63,66,37,42,61,95,78,"2,283",84,86,80,77,95,75,30,30,81,45,88,85,82,52,55,50,70,70,70,74,85,35,35,25,58,34,60,30,30,37,30,60,45,45,60,62,NaN,208
717,Festus Ezeli,Glass Cleaner,C,76,57,62,69,45,57,84,99,76,"2,352",70,25,25,60,99,65,30,30,70,59,85,80,78,74,75,70,60,60,60,55,99,74,35,25,59,31,72,35,58,70,30,71,50,70,86,82,NaN,211
718,Leandro Barbosa,Shooter,SG,76,79,71,46,66,50,42,98,76,"2,326",65,90,80,84,85,70,73,84,42,66,80,73,77,78,25,25,30,47,30,61,74,58,78,80,65,50,36,57,61,42,61,60,42,40,33,50,87,191
719,Shaun Livingston,Diming Inside the Arc Scorer,PG,75,73,68,65,78,67,42,78,76,"2,601",93,92,45,86,74,45,69,68,40,60,89,75,77,77,40,69,50,73,68,54,88,85,77,73,88,69,51,76,61,51,85,71,74,70,36,48,86,201
720,Brandon Rush,3 & D Two Guard,SG,73,61,75,58,62,75,50,60,75,"2,496",53,71,85,64,67,27,71,67,63,69,82,92,83,69,52,74,49,49,48,39,82,72,67,66,71,33,73,90,36,56,90,87,77,87,36,64,NaN,198
721,Anderson Varejao,Paint Protector,C,73,59,61,62,44,60,74,35,75,"2,235",82,66,25,55,88,40,46,36,65,58,65,85,70,68,65,52,63,57,68,58,62,58,35,25,64,39,73,37,61,65,37,79,60,70,66,82,123,211
722,Kevon Looney,Paint Protector,PF,71,56,69,59,52,62,74,90,76,"2,364",51,60,59,62,68,35,60,67,45,63,85,82,84,77,55,50,55,52,62,52,66,56,60,43,66,36,63,61,61,70,61,69,64,50,77,71,99,206
723,Kevin Durant,All-Around Threat,SF,97,95,83,86,81,79,51,98,98,"3,171",97,98,88,89,98,98,80,80,63,77,98,98,88,94,60,85,84,88,86,90,98,79,86,80,84,77,70,86,58,66,87,85,84,95,32,69,108,206
724,Stephen Curry,All-Around Threat,PG,96,94,83,57,92,70,46,80,96,"2,888",90,93,99,90,95,98,85,85,48,78,98,98,86,95,25,36,35,52,35,80,98,96,97,85,96,88,30,82,70,37,84,82,95,80,38,53,86,191
725,Klay Thompson,2-Way 3-Level Scorer,SG,92,93,76,67,73,79,42,98,92,"2,900",85,94,97,87,98,98,69,71,55,67,91,85,94,88,35,65,35,78,68,79,90,77,76,67,80,66,64,91,59,51,94,90,88,95,36,47,97,201
726,Draymond Green,2-Way Point Power Forward,PF,87,67,82,66,80,86,58,90,87,"2,882",71,65,73,70,80,40,74,72,90,66,88,98,88,75,55,70,68,64,69,44,80,84,77,72,92,77,97,69,85,80,69,97,92,98,50,66,104,201
727,Andre Iguodala,2-Way Face-Up Playmaker,SF,80,70,77,61,74,79,49,90,83,"2,720",73,82,78,61,64,60,75,75,68,75,80,85,82,73,55,80,56,57,59,32,75,73,80,75,78,64,80,90,63,55,90,85,86,85,40,58,97,198
728,JaVale McGee,Paint Beast,C,78,63,70,66,33,64,81,90,90,"2,410",79,64,43,66,60,65,65,47,75,69,78,75,80,64,95,90,63,58,64,55,37,25,35,26,48,30,75,47,42,89,53,84,67,55,82,80,122,213
729,David West,2-Way Inside-the-Arc Scorer,PF,77,80,57,67,49,66,67,70,78,"2,470",93,89,71,75,85,65,30,35,82,50,70,55,80,63,60,50,80,83,78,50,70,55,40,30,52,70,80,68,70,88,43,74,60,45,63,70,NaN,206
730,Zaza Pachulia,Defensive Anchor,C,77,61,66,56,30,67,76,98,77,"2,284",79,72,25,78,64,45,54,54,78,38,72,85,84,50,55,50,67,60,67,54,43,29,35,35,26,25,80,55,62,77,40,77,67,75,74,78,122,211
731,Kevon Looney,Glass Cleaner,PF,75,63,69,59,52,69,82,90,76,"2,475",51,60,59,62,88,55,60,67,45,63,85,82,84,77,55,50,55,52,62,52,66,56,60,43,66,36,74,61,61,74,61,75,74,75,84,79,99,206
732,Shaun Livingston,Inside-Out Scorer,PG,74,73,68,65,78,65,42,78,76,"2,583",96,75,76,70,74,45,69,68,40,60,89,75,77,77,40,69,50,73,68,54,88,85,77,73,88,69,51,76,42,51,85,71,74,70,36,48,86,201
733,Matt Barnes,3PT Shooter,SF,74,61,79,57,59,66,52,98,74,"2,472",74,52,77,73,60,30,74,72,69,85,94,85,77,72,40,68,52,52,42,45,81,62,60,58,56,61,60,70,60,52,76,75,68,65,47,56,102,201
734,Damian Jones,Interior Finisher,C,73,67,76,64,37,54,64,50,77,"2,311",84,66,57,72,85,35,63,55,80,92,80,85,78,75,75,75,52,40,70,44,80,34,35,38,48,30,73,40,42,74,42,73,40,45,62,65,110,211
735,Gilbert Arenas,2-Way Playshot,PG,91,90,90,70,84,72,58,98,96,"3,036",84,92,83,84,98,98,88,88,78,85,98,96,95,84,35,75,40,68,64,96,98,84,92,88,85,73,67,79,75,50,78,75,78,75,54,62,86,191
736,Antawn Jamison,2-Way 3-Level Scorer,PF,87,84,77,75,59,69,85,65,88,"2,813",88,76,81,74,95,90,66,66,95,50,90,90,80,70,80,50,86,92,90,57,78,58,48,59,60,69,88,45,65,72,45,84,68,85,84,86,113,206
737,Caron Butler,2-Way Inside-the-Arc Scorer,SF,86,86,79,69,75,64,46,98,87,"2,781",86,82,75,86,93,95,79,78,74,60,95,79,86,86,35,80,47,75,74,87,70,70,80,73,80,72,54,75,75,37,80,74,58,55,40,51,103,201
738,Brendan Haywood,Defensive Anchor,C,79,52,71,68,37,59,86,80,79,"2,341",60,45,25,55,98,30,48,48,84,60,85,85,85,50,85,49,74,69,70,70,75,32,35,32,59,27,84,27,57,84,27,84,47,65,88,84,118,213
739,Antonio Daniels,2-Way Inside-the-Arc Maestro,SG,78,81,75,58,77,65,57,98,87,"2,675",79,76,72,83,98,75,73,72,46,84,93,67,87,80,40,80,25,63,36,52,90,78,79,73,78,77,34,79,63,37,76,73,78,80,55,59,88,193
740,Etan Thomas,Defensive Anchor,C,78,56,67,66,39,64,85,80,78,"2,357",82,74,25,56,61,35,40,35,79,58,78,95,83,46,75,69,68,62,66,65,76,32,35,25,64,37,80,40,48,87,40,80,69,65,86,83,113,211
741,DeShawn Stevenson,2-Way Sharpshooter,SF,76,67,73,57,52,74,55,70,78,"2,476",60,86,85,70,70,30,72,69,42,84,92,72,81,71,40,75,35,51,44,60,82,54,68,53,46,37,55,84,73,56,87,81,74,80,41,68,100,201
742,Jarvis Hayes,Inside-Out Scorer,SF,72,75,69,59,62,58,47,30,77,"2,378",82,72,80,84,70,60,65,70,37,75,85,75,73,80,40,68,30,64,52,66,73,75,72,64,64,34,45,72,43,40,68,70,64,65,39,55,NaN,201
743,Roger Mason,3PT Shooter,SG,71,79,68,43,75,47,30,98,71,"2,280",70,65,76,87,98,80,82,79,30,80,75,60,70,70,35,50,30,30,30,27,75,72,79,72,90,60,30,55,50,25,74,55,40,50,30,30,92,196
744,LeBron James,All-Around 2-Way,SF,99,91,95,88,92,85,71,98,99,"3,387",96,91,87,75,98,98,95,94,92,94,98,95,97,98,70,95,74,84,89,96,98,87,89,90,96,96,80,99,62,52,96,93,97,98,57,84,113,203
745,Chris Paul,All-Around 2-Way,PG,98,93,87,59,97,85,50,80,97,"3,074",98,95,83,85,98,98,96,96,68,88,97,85,77,97,25,27,40,55,48,88,95,96,95,96,98,98,65,98,98,35,96,93,96,95,39,60,79,183
746,Stephen Curry,All-Around 2-Way,PG,97,95,84,58,95,71,50,88,97,"2,946",90,93,99,91,98,98,85,94,48,78,98,98,86,97,25,36,35,52,35,84,98,96,99,93,97,88,30,85,77,37,85,82,95,80,42,57,86,191
747,Kevin Durant,Scoring Machine,SF,97,95,81,82,79,75,63,80,97,"3,094",95,97,94,88,98,98,86,85,55,84,94,75,89,98,60,80,70,88,83,88,91,75,88,85,78,71,68,79,61,77,86,77,75,75,39,87,108,206
748,Dwyane Wade,2-Way Slashing Playmaker,SG,97,88,89,76,89,79,57,75,97,"3,117",93,93,78,78,90,95,90,90,70,87,98,95,92,97,35,85,57,74,74,85,97,88,90,89,95,82,67,91,77,55,87,85,88,85,52,61,99,193
749,Giannis Antetokounmpo,2-Way Slashing Playmaker,SF,97,79,88,88,84,86,85,85,96,"3,256",66,73,68,73,98,98,90,87,70,85,98,95,89,98,85,95,76,74,83,97,95,81,89,86,90,75,86,95,70,80,93,89,88,90,74,96,100,211
750,Kawhi Leonard,2-Way Scoring Machine,SF,96,91,84,80,78,89,64,70,97,"3,162",94,87,83,85,96,98,81,76,75,79,94,98,82,93,55,86,50,88,85,88,98,79,89,79,78,63,79,99,92,50,97,97,97,98,50,77,104,201
751,James Harden,Offensive Threat,SG,96,92,90,79,91,70,54,98,96,"3,125",95,86,85,88,98,99,89,89,74,87,98,97,95,98,35,84,60,84,76,98,98,82,98,89,98,86,62,71,83,56,75,63,82,65,38,70,99,196
752,Derrick Rose,Slashing Playmaker,PG,95,90,91,72,92,70,49,98,95,"3,058",88,90,78,86,98,98,98,98,70,96,98,95,83,97,25,95,55,55,55,92,98,88,98,98,96,82,50,76,78,37,87,77,78,75,39,58,86,191
753,Russell Westbrook,2-Way Slashing Playmaker,PG,95,87,93,76,93,74,79,98,95,"3,184",76,84,79,85,98,98,98,96,77,92,98,98,91,98,30,90,45,76,73,97,98,78,97,98,95,98,42,85,71,47,89,86,85,85,65,93,90,191
754,Carmelo Anthony,Scoring Machine,SF,95,92,86,78,77,67,64,90,94,"3,007",88,96,87,86,98,98,94,93,82,74,98,82,79,78,55,85,74,93,85,74,80,74,94,80,72,63,74,73,61,47,74,73,72,60,41,86,108,203
755,Anthony Davis,Paint Beast,C,94,87,86,93,67,82,92,98,94,"3,238",94,80,76,79,97,98,79,78,87,86,97,96,78,94,95,86,93,93,89,96,98,60,68,67,72,68,95,67,66,88,71,95,82,95,89,94,114,208
756,Dwight Howard,Paint Beast,C,94,69,91,89,44,86,99,50,94,"3,016",97,28,25,67,98,98,88,78,98,95,98,95,86,85,98,97,97,53,95,95,95,33,53,25,74,33,97,69,78,96,66,98,88,98,99,99,119,211
757,Tim Duncan,2-Way Mid-Range Finisher,PF,99,88,86,87,59,86,95,70,99,"3,170",95,95,75,67,98,98,66,63,96,80,98,98,98,78,80,65,98,93,98,89,98,68,58,40,81,49,99,68,74,96,64,99,92,98,90,99,115,211
758,Kevin Garnett,2-Way Mid-Range Finisher,PF,99,89,84,91,66,77,97,60,99,"3,145",97,94,69,79,98,98,78,68,84,87,96,86,88,82,97,88,94,95,98,82,90,68,72,35,85,72,93,57,65,80,54,89,85,90,94,99,99,211
759,LeBron James,All-Around 2-Way,SF,99,86,93,87,86,80,59,85,98,"3,235",88,82,82,69,98,98,94,92,94,97,98,80,97,98,70,98,74,84,87,85,98,85,88,93,90,74,76,79,67,52,94,94,90,90,45,72,113,203
760,Dirk Nowitzki,2-Way 3-Level Scorer,PF,99,97,81,85,61,65,91,75,98,"3,003",98,98,96,92,98,98,63,63,88,75,98,95,82,78,70,50,93,99,98,92,98,69,62,25,89,60,80,46,50,78,43,80,70,75,89,92,110,216
761,Kobe Bryant,All-Around 2-Way,SG,98,93,87,80,89,83,55,70,99,"3,202",96,98,85,85,97,99,93,91,70,92,98,85,83,98,35,95,57,97,68,92,97,95,92,88,95,75,63,99,67,51,97,98,95,97,51,59,92,198
762,Shaquille O’Neal,Paint Beast,C,98,70,91,92,65,86,99,70,98,"3,174",98,37,26,62,99,98,78,74,99,95,98,98,98,98,99,98,98,50,98,98,98,64,72,40,96,51,99,60,80,98,56,99,98,98,99,99,146,216
763,Allen Iverson,All-Around 2-Way,SG,97,92,93,63,91,77,45,98,97,"3,059",90,94,84,87,98,98,98,98,65,97,98,97,98,98,25,65,25,60,33,97,98,93,99,98,90,76,31,92,96,37,90,83,96,91,39,50,74,183
764,Steve Nash,All-Around 2-Way,PG,97,95,82,52,97,71,45,98,97,"2,892",94,94,94,91,98,98,93,93,50,65,98,95,82,97,25,25,28,25,30,84,98,98,96,94,99,98,26,84,85,30,87,81,92,80,42,48,88,191
765,Dwyane Wade,2-Way Slashing Playmaker,SG,97,91,91,76,93,82,57,75,97,"3,193",97,96,78,78,97,98,96,96,70,90,98,95,92,97,35,85,57,74,68,95,97,95,95,98,95,84,68,95,77,55,92,83,92,90,52,61,99,193
766,Vince Carter,2-Way Scoring Machine,SF,96,92,88,81,82,75,57,85,96,"3,120",91,92,90,83,98,98,90,89,65,99,98,95,79,93,80,99,46,78,67,88,98,82,88,85,85,70,61,83,63,61,85,78,88,80,55,59,99,198
767,Tracy McGrady,All-Around 2-Way,SG,95,91,85,82,88,75,51,95,95,"3,125",92,95,91,80,90,98,91,90,68,98,98,80,73,94,75,95,61,84,74,74,98,82,92,85,84,95,67,85,62,47,82,85,84,85,38,63,95,203
768,Paul Pierce,2-Way Scoring Machine,SF,94,93,82,75,78,81,54,91,94,"3,056",92,92,92,84,98,98,81,80,85,70,96,76,86,89,45,75,52,90,79,77,94,70,85,75,88,70,70,95,74,50,91,90,85,90,41,66,106,201
769,Yao Ming,2-Way Mid-Range Finisher,C,91,86,62,80,49,68,97,98,92,"2,760",96,90,45,87,98,98,25,25,90,28,85,85,97,58,90,40,97,75,97,85,98,55,52,25,70,43,89,28,55,88,26,95,72,90,96,97,140,229
770,Michael Jordan,All-Around 2-Way,SG,99,94,90,85,88,88,58,99,99,"3,340",99,98,89,83,99,98,84,86,71,96,99,98,99,97,70,95,40,97,98,87,98,92,93,85,99,70,79,98,86,50,98,99,99,98,52,63,88,198
771,Hakeem Olajuwon,2-Way Mid-Range Finisher,C,98,89,77,93,62,83,97,88,98,"3,171",99,89,71,78,99,98,65,56,92,60,95,79,92,82,95,75,98,98,99,98,97,68,66,26,87,63,99,57,65,95,57,98,98,98,95,98,115,213
772,John Stockton,All-Around 2-Way,PG,97,93,91,48,98,84,41,70,98,"2,989",96,92,93,82,99,95,95,95,69,84,98,98,99,95,25,25,25,29,25,74,85,99,98,95,99,99,50,96,99,35,97,97,99,98,37,45,77,185
773,Karl Malone,2-Way 3-Level Scorer,PF,97,92,87,83,67,73,96,96,97,"3,129",99,95,80,80,99,98,78,73,97,80,92,92,99,72,75,75,65,96,98,98,85,68,65,60,71,70,96,30,63,85,30,96,90,95,95,96,113,206
774,Scottie Pippen,2-Way Slashing Playmaker,SF,97,88,86,82,84,91,81,35,97,"3,219",92,88,79,80,98,90,83,84,70,86,95,95,87,90,70,95,70,80,72,86,90,80,89,80,85,85,84,97,96,65,97,97,95,95,78,84,95,203
