,name,archetype,position,overall,outside_scoring,athleticism,inside_scoring,playmaking,defending,rebounding,intangibles,potential,total_attributes,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,speed,acceleration,strength,vertical,stamina,hustle,overall_durability,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,interior_defense,perimeter_defense,steal,block,lateral_quickness,help_defense_iq,pass_perception,defensive_consistency,offensive_rebound,defensive_rebound,anchor,backdown_punisher,boxout_beast,brick_wall,clutch_shooter,dream_shake,dropstepper,masher,post_move_lockdown,post_playmaker,post_spin_technician,rise_up,vice_grip,aerial_wizard,amped,break_starter,bully,fearless_finisher,middy_magician,pogo_stick,pro_touch,volume_shooter,agent_3,catch_and_shoot,claymore,green_machine,needle_threader,rebound_chaser,acrobat,ankle_breaker,bail_out,blinders,deadeye,dimer,floor_general,guard_up,handles_for_days,hyperdrive,killer_combos,slithery,space_creator,special_delivery,clamp_breaker,giant_slayer,limitless_range,unpluckable,fast_twitch,mismatch_expert,quick_first_step,slippery_off_ball,corner_specialist,glove,interceptor,ankle_braces,challenger,clamps,menace,off_ball_pest,pick_dodger,chase_down_artist,work_horse,comeback_kid,posterizer,limitless_takeoff,rhythm_shooter,weight,height
575,Christian Braun,Shooter,SG,71,73,78,50,69,56,53,55,78,"2,421",68,82,81,74,60,75,83,83,46,83,93,80,80,69,25,75,25,55,36,45,72,69,69,74,68,65,40,67,62,37,70,60,62,50,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,198
576,Vlatko Cancar,Prospect,PF,71,69,69,55,55,48,56,98,74,"2,272",68,74,70,84,65,50,60,60,63,70,80,65,87,70,45,65,42,44,45,45,80,52,64,54,54,50,48,52,32,55,63,52,40,40,51,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,203
577,Peyton Watson,Perimeter Defender,SF,70,66,76,55,59,62,61,50,78,"2,405",72,69,68,69,70,45,77,77,55,82,88,75,80,68,60,65,44,42,40,40,80,60,70,76,62,28,59,68,52,57,71,65,62,60,59,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,203
578,Collin Gillespie,3PT Shooter,PG,68,69,73,52,74,55,44,40,76,"2,357",74,75,80,87,50,50,82,82,33,72,85,80,80,74,40,54,31,46,40,37,95,79,77,82,75,57,33,62,38,56,74,60,58,55,35,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,191
579,Jack White,Rebounder,SF,67,60,70,57,48,57,62,50,70,"2,246",69,64,66,74,50,35,56,57,55,72,80,90,80,68,55,65,55,55,55,47,59,55,54,47,56,30,60,62,37,45,67,68,59,55,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,201
580,David Thompson,2-Way Diming 3-Level Scorer,SG,95,91,92,86,82,83,79,95,95,"3,300",97,88,77,85,98,98,95,96,78,99,98,98,82,98,85,98,66,75,74,96,98,78,82,76,88,85,60,88,68,85,88,95,85,95,80,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,193
581,Carmelo Anthony,All-Around Threat,SF,95,92,91,83,86,75,83,90,95,"3,240",88,96,87,86,98,98,94,93,85,74,98,98,95,78,55,85,82,93,85,90,98,85,93,87,85,81,75,77,69,55,74,85,83,85,81,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,203
582,Alex English,2-Way Slashing Point Forward,SF,93,91,89,88,79,76,78,98,93,"3,217",94,94,75,86,98,98,88,88,82,88,98,98,83,98,75,88,70,88,88,95,98,75,86,80,75,79,80,82,63,50,78,84,83,85,77,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,201
583,Nikola Jokic,Diming 3-Level Scorer,C,93,90,77,90,83,60,80,25,93,"2,971",98,96,84,86,80,98,63,62,93,63,97,80,83,91,90,75,94,95,95,90,90,93,76,60,98,87,70,61,56,70,37,71,56,55,70,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,213
584,Dan Issel,2-Way Inside-the-Arc Scorer,PF,92,88,77,86,54,68,95,98,92,"2,947",92,87,68,85,98,98,65,31,96,70,98,98,83,74,85,70,92,91,94,84,98,64,48,25,64,69,90,44,55,60,44,88,70,90,95,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,206
585,Fat Lever,2-Way Playshot,PG,92,84,83,62,92,81,73,70,92,"2,990",88,86,81,80,88,80,91,93,50,75,93,97,83,88,25,40,60,51,55,80,94,92,90,91,94,92,50,92,95,35,93,93,97,90,62,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,191
586,Allen Iverson,2-Way Playshot,SG,90,89,89,63,88,69,52,98,90,"2,943",93,91,77,81,98,95,93,93,65,93,95,97,85,92,25,65,25,70,33,94,98,84,98,93,84,80,30,82,88,37,90,80,82,65,45,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,183
587,Dikembe Mutombo,Paint Beast,C,90,60,83,68,35,75,95,98,90,"2,639",85,35,25,58,98,60,68,53,93,85,95,91,95,32,97,40,88,48,70,75,95,45,29,25,45,32,95,31,58,95,31,97,95,98,94,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,218
588,Kiki Vandeweghe,Sharpshooter,SF,89,89,83,75,74,68,64,98,89,"2,933",80,92,84,85,98,95,71,70,80,80,98,98,81,86,50,60,67,70,78,88,98,85,75,69,80,61,55,79,38,60,70,79,69,90,61,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,203
589,Mahmoud Abdul-Rauf,Diming 3-Level Scorer,PG,89,89,79,61,82,57,35,92,89,"2,696",89,88,88,96,85,90,85,85,32,87,94,78,92,89,25,80,25,81,30,76,85,82,80,85,80,81,25,71,62,30,78,73,48,70,31,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,185
590,Byron Beck,2-Way Inside-the-Arc Scorer,PF,89,85,81,85,68,72,92,40,89,"2,995",92,80,68,84,90,95,70,70,90,75,90,95,80,85,75,75,88,88,88,89,95,69,70,65,78,59,78,69,65,80,69,73,70,75,91,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,206
591,Chauncey Billups,All-Around Threat,PG,88,85,80,53,83,77,41,80,88,"2,771",84,78,84,87,94,85,75,76,75,70,88,95,80,86,25,25,38,44,40,77,88,88,86,76,87,78,58,88,63,30,95,88,95,95,32,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,191
592,Antonio McDyess,2-Way Inside-the-Arc Scorer,PF,88,81,78,86,37,68,89,60,88,"2,778",96,89,28,82,96,95,63,60,90,58,95,95,83,78,95,80,90,90,91,80,85,34,36,25,55,36,85,46,60,69,46,88,63,90,88,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,206
593,Marcus Camby,Defensive Anchor,C,85,69,72,68,35,74,89,80,87,"2,573",84,73,63,69,84,43,60,58,76,58,95,93,66,58,88,69,79,36,77,42,92,43,33,25,48,26,93,53,58,94,53,93,58,88,83,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,211
594,Jamal Murray,All-Around Threat,PG,85,86,79,65,82,64,44,60,86,"2,741",94,79,84,84,85,90,79,79,54,80,95,85,78,90,30,82,38,46,74,78,84,90,88,77,84,70,35,79,56,42,78,75,75,70,37,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,193
595,Tyrese Haliburton,Versatile Offensive Force,SG,84,89,78,60,84,69,44,98,88,"2,800",88,92,84,76,98,95,81,81,59,70,88,85,80,84,40,65,42,49,40,66,95,87,86,81,87,79,60,74,73,56,74,74,73,65,37,50,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,83,196
596,Myles Turner,2-Way 3-Level Scorer,C,82,76,70,77,39,75,66,55,82,"2,628",96,83,76,73,50,80,56,32,74,69,95,80,83,79,80,65,76,80,80,60,95,31,35,32,68,30,87,70,38,95,66,90,70,85,53,79,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,113,211
597,Buddy Hield,Sharpshooter,SG,78,85,72,55,69,56,48,85,80,"2,503",81,83,85,85,90,85,75,78,41,78,90,60,82,75,25,65,28,45,48,59,94,70,79,74,70,53,48,69,42,47,74,54,60,50,39,57,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,99,193
598,Chris Duarte,3-Level Scorer,SG,77,82,74,61,64,60,50,65,83,"2,546",79,79,80,74,95,85,65,65,59,63,92,92,80,79,40,70,44,46,46,69,95,69,71,60,78,42,50,69,53,40,68,68,69,65,39,60,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,86,196
599,Isaiah Jackson,Glass-Cleaning Finisher,C,76,68,76,68,45,65,77,65,79,"2,525",87,69,59,70,65,60,73,73,65,81,82,80,80,79,85,80,59,48,55,56,80,40,59,54,44,27,70,54,70,90,64,66,49,55,81,72,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,208
600,Jalen Smith,3-Level Scoring Glass Cleaner,C,76,74,75,69,37,58,83,60,79,"2,475",94,79,76,72,68,55,69,68,65,86,82,75,80,60,85,80,68,66,67,47,80,29,38,49,40,28,70,48,35,78,62,73,44,55,80,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,208
601,T.J. McConnell,Combo Guard,PG,75,77,74,48,80,71,48,65,78,"2,577",94,79,72,66,80,70,76,76,44,65,85,92,83,77,25,25,44,58,38,40,79,88,79,73,86,74,49,82,66,52,84,70,87,80,41,55,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,,1.0,,,,,86,185
602,Daniel Theis,2-Way Inside-the-Arc Scorer,PF,75,68,75,69,49,65,65,40,78,"2,489",86,80,73,75,65,30,57,67,82,75,90,87,65,70,79,78,74,54,73,35,85,69,49,42,54,32,84,53,37,68,54,83,57,80,57,72,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,206
603,Goga Bitadze,Paint Protector,C,75,72,69,67,55,53,72,85,76,"2,452",82,62,71,64,80,70,53,54,78,63,80,75,80,60,75,65,72,67,74,40,85,54,60,52,69,42,64,25,42,85,30,80,40,55,79,64,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,213
604,Oshae Brissett,Stretch Four,PF,75,76,76,68,49,49,66,85,76,"2,454",60,67,78,76,95,80,63,67,75,79,85,80,83,75,70,75,64,62,59,54,81,47,59,52,54,32,57,40,42,56,52,57,50,35,62,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,201
605,Terry Taylor,Rebounder,SG,74,78,77,54,59,54,73,70,75,"2,449",89,70,74,77,85,75,77,77,69,80,85,65,83,70,40,45,54,52,58,40,69,60,66,70,62,36,54,66,37,50,74,65,40,45,90,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,196
606,Bennedict Mathurin,Shooter,SG,73,73,80,61,70,57,57,70,83,"2,558",73,77,81,77,70,60,84,84,54,82,92,85,80,74,35,80,55,58,55,52,80,75,75,81,82,38,42,69,54,33,78,65,62,50,51,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,201
607,Aaron Nesmith,Perimeter Defender,SF,71,75,68,53,59,52,50,80,77,"2,316",78,70,67,70,90,75,61,62,52,67,87,65,81,69,35,55,41,53,39,54,76,69,70,60,65,30,35,65,49,45,66,72,52,35,39,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,196
608,James Johnson,Multi-Position Defender,PF,71,62,76,68,66,68,55,75,74,"2,582",77,60,69,63,60,40,67,55,80,72,84,94,83,72,60,75,59,63,73,45,95,70,74,60,70,58,74,74,40,63,74,75,80,65,48,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,201
609,Andrew Nembhard,Pass-First Two Guard,PG,70,68,72,54,75,51,42,85,79,"2,371",73,73,74,79,59,50,76,76,46,71,85,69,80,72,39,60,44,52,47,44,75,77,75,74,75,74,42,54,50,36,70,51,52,50,39,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,196
610,Langston Galloway,3-Level Scorer,SG,70,75,74,47,66,49,41,60,75,"2,271",88,84,76,86,70,45,72,76,48,86,83,70,81,82,25,55,25,37,28,60,61,75,78,71,70,35,30,68,36,25,73,52,64,40,34,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,185
611,Kendall Brown,Athletic Finisher,SF,69,67,75,54,65,62,43,70,94,"2,426",70,68,73,69,80,40,74,74,44,84,85,81,80,67,57,80,39,38,40,34,80,70,71,67,69,50,59,68,55,52,68,65,65,60,39,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,203
612,Deividas Sirvydis,3PT Shooter,SF,69,66,64,53,59,49,60,50,78,"2,207",67,75,79,77,60,40,59,59,32,68,80,73,80,70,35,60,44,52,37,45,80,69,70,54,70,30,55,64,33,25,69,60,44,45,45,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,203
613,Paul George,2-Way 3-Level Point Forward,SF,93,86,84,75,77,86,59,95,93,"3,084",72,79,84,84,97,98,79,79,65,88,97,90,93,90,55,85,40,74,78,84,95,78,86,79,75,66,79,95,89,50,94,94,92,95,43,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,206
614,Mel Daniels,2-Way Inside-the-Arc Scorer,C,92,70,84,89,70,77,97,30,92,"3,007",96,78,43,85,25,95,75,75,93,90,90,94,73,93,85,85,93,90,93,84,85,80,69,73,78,52,95,69,55,80,70,90,80,80,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,206
615,Jermaine O’Neal,2-Way Inside-the-Arc Creator,PF,91,89,83,89,59,66,89,85,91,"2,998",95,90,68,86,98,95,77,77,80,80,95,95,78,82,90,75,94,94,90,89,96,52,78,70,52,43,85,34,57,61,54,84,76,75,88,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,211
616,Freddie Lewis,2-Way Slashing Playmaker,PG,89,88,85,57,86,69,30,98,93,"2,811",88,89,74,86,95,95,92,91,50,85,98,90,92,86,25,35,40,54,50,75,90,84,86,90,85,84,30,77,80,40,87,82,80,75,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,183
617,George McGinnis,2-Way 3-Level Scorer,PF,89,85,79,83,56,67,95,80,89,"2,900",94,85,77,71,90,95,59,74,98,60,90,80,90,85,85,75,84,78,89,81,90,58,61,36,58,65,87,60,73,37,60,86,65,65,94,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,203
618,Victor Oladipo,2-Way Diming 3-Level Scorer,SG,88,84,85,62,82,79,52,98,88,"2,925",71,87,77,73,98,95,81,82,66,88,95,98,83,86,35,85,41,53,40,75,84,86,79,80,86,79,48,91,80,53,92,89,90,90,35,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,193
619,Danny Granger,2-Way 3-Level Point Forward,SF,88,88,83,73,78,69,70,98,88,"2,958",85,84,84,83,98,95,86,86,65,90,95,86,75,84,40,80,60,72,72,78,94,78,78,78,78,77,56,76,70,60,84,73,58,75,69,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,206
620,Bob Netolicky,Paint Beast,PF,88,81,80,86,62,72,94,50,88,"2,942",94,74,57,72,98,90,75,63,85,80,90,80,84,74,80,75,91,91,92,88,95,69,69,50,70,52,85,53,70,75,53,80,78,85,93,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,206
621,Rik Smits,2-Way Inside-the-Arc Scorer,C,87,76,71,73,44,68,84,95,87,"2,649",92,84,26,82,86,85,55,40,84,48,90,95,88,44,75,37,80,80,88,84,95,51,42,25,52,50,85,44,60,60,44,88,80,80,80,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,224
622,Chuck Person,2-Way 3-Level Scorer,SF,87,89,79,74,75,73,72,90,87,"2,955",92,85,89,79,96,95,74,73,80,72,90,85,79,84,65,75,71,72,79,62,84,74,78,69,82,70,78,80,58,45,82,84,78,75,62,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,203
623,Don Buse,2-Way Playshot,PG,87,72,80,51,87,88,37,85,87,"2,783",78,79,78,81,25,90,84,84,61,66,92,90,81,79,25,45,28,52,41,52,85,88,86,84,89,89,75,94,94,70,94,93,90,95,29,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,193
624,Roy Hibbert,2-Way Inside-the-Arc Scorer,C,86,79,60,74,38,69,81,98,86,"2,574",93,81,45,79,98,75,25,25,93,41,90,68,80,52,90,53,93,60,77,88,80,37,35,25,58,35,93,25,57,90,25,93,80,90,84,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,218
625,Domantas Sabonis,Diming Finisher,PF,86,83,72,83,68,55,80,85,86,"2,775",85,75,74,73,98,95,48,44,82,54,92,95,86,86,70,75,85,85,86,85,95,82,60,43,80,73,70,49,46,51,49,69,45,60,69,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,211
626,Jalen Rose,Offensive Threat,SF,86,87,76,69,82,69,52,30,86,"2,782",90,90,84,85,95,80,80,80,51,63,95,79,81,88,50,70,51,56,60,80,95,84,84,80,85,75,60,80,60,45,81,80,65,80,39,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,203
627,Herb Williams,Paint Beast,C,85,80,60,84,39,67,91,70,85,"2,634",84,74,50,74,98,98,60,43,85,28,80,42,80,72,95,80,88,74,88,84,88,39,34,25,68,31,87,25,57,88,25,88,75,90,89,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,208
628,Mark Jackson,2-Way Playshot,PG,85,84,81,53,91,68,44,65,85,"2,733",88,80,78,79,96,80,90,88,65,57,94,88,85,87,25,25,31,43,55,63,95,88,90,90,94,95,50,79,78,27,82,77,78,75,47,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,185
629,Clark Kellogg,2-Way 3-Level Scorer,PF,85,86,75,83,66,70,88,40,85,"2,893",90,88,80,77,92,90,66,56,69,80,90,85,80,78,80,75,88,89,88,84,78,70,64,55,74,66,86,48,68,70,48,86,70,85,88,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,206
630,Zion Williamson,Slashing Playmaker,PF,87,75,83,86,72,58,73,60,94,"2,845",92,70,70,70,65,85,86,86,90,99,83,80,60,98,95,97,84,75,89,82,70,65,78,74,72,69,59,55,41,57,76,64,70,40,67,78,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,1.0,1.0,,128,198
631,Brandon Ingram,3-Level Shot Creator,SF,86,90,75,77,76,60,52,98,88,"2,833",91,89,81,84,98,98,74,74,42,77,95,80,85,84,65,80,64,70,70,81,98,75,85,70,79,73,61,69,45,52,72,75,68,40,35,68,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,86,203
632,C.J. McCollum,Versatile Offensive Force,SG,85,89,83,56,80,58,45,85,87,"2,682",91,92,85,70,98,98,82,84,60,80,98,95,80,88,30,40,38,46,32,79,91,78,86,82,82,73,35,70,46,50,76,70,50,65,37,53,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,86,191
633,Jonas Valanciunas,3-Level Scoring Glass Cleaner,C,83,83,73,78,45,58,84,65,84,"2,630",97,83,80,80,80,75,62,46,89,54,90,90,81,80,80,65,87,64,86,65,95,36,35,33,65,54,75,43,36,66,48,80,54,60,74,93,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,211
634,Herbert Jones,3 & D Wing,SF,78,77,75,67,66,75,48,75,84,"2,708",69,71,77,77,90,80,74,74,59,72,82,85,80,79,55,75,62,62,62,55,85,69,75,69,75,40,52,84,83,65,84,75,78,80,47,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,93,201
635,Jose Alvarado,2-Way Interior Finisher,PG,76,77,73,46,73,73,46,55,78,"2,514",87,72,73,82,75,75,76,76,42,78,80,79,80,79,25,30,35,30,30,54,85,75,73,75,68,73,31,82,98,45,82,85,85,75,41,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,81,183
636,Larry Nance Jr.,3-Level Scorer,PF,76,78,77,70,59,64,68,50,78,"2,637",87,79,76,61,95,70,65,60,69,86,88,85,83,72,85,85,58,54,69,60,78,69,64,49,70,43,68,48,59,58,61,75,89,55,62,74,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,110,201
637,Jaxson Hayes,2-Way Interior Finisher,C,76,75,74,71,35,62,67,50,77,"2,470",89,68,74,76,75,70,58,60,72,75,80,95,80,71,85,80,68,54,65,52,90,29,38,41,40,29,78,48,40,77,64,79,45,65,67,66,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,99,211
638,Trey Murphy,3PT Specialist,PF,75,72,79,53,56,61,56,98,78,"2,464",70,72,82,84,80,45,84,84,60,82,85,75,80,70,65,75,42,44,43,31,57,59,50,74,64,32,69,69,41,45,70,69,59,65,54,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,203
639,Devonte’ Graham,3PT Playmaker,PG,75,75,77,52,81,56,39,80,76,"2,484",64,72,77,79,75,80,82,82,34,79,95,85,83,80,25,60,30,32,36,66,85,82,86,82,83,70,30,70,46,37,76,65,68,55,34,43,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,185
640,Willy Hernangomez,Glass Cleaner,C,74,68,66,64,36,55,90,40,76,"2,295",79,74,60,71,60,65,44,46,74,49,80,90,80,54,75,65,70,64,72,62,48,30,35,31,40,44,70,41,40,62,48,66,61,50,92,87,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,211
641,Dyson Daniels,Combo Guard,SG,73,69,78,56,82,68,56,60,85,"2,617",70,72,69,74,75,55,79,84,52,75,89,85,80,75,25,75,44,55,47,44,85,82,86,79,82,82,47,74,72,56,80,70,72,70,60,51,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,198
642,Naji Marshall,Interior Finisher,SF,73,72,71,65,63,57,59,80,74,"2,491",88,72,50,86,60,75,62,62,60,75,85,70,80,82,45,65,60,60,63,64,80,67,70,62,71,46,52,60,66,50,65,62,64,40,52,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,201
